"ResponseId","trial","happiness","image","condition"
"R_6x8i4qX8l4pc2mB","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_6x8i4qX8l4pc2mB","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_6x8i4qX8l4pc2mB","happy",2.5,"positive stimuli absent","pen-in-mouth"
"R_6x8i4qX8l4pc2mB","neutral",2.25,"positive stimuli absent","pen-in-mouth"
"R_6xlyuKMnhcBrcqZ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_6xlyuKMnhcBrcqZ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_6xlyuKMnhcBrcqZ","happy",1,"positive stimuli absent","pen-in-mouth"
"R_6xlyuKMnhcBrcqZ","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_71K5V9QZJoaYwPn","filler",2,"positive stimuli absent","pen-in-mouth"
"R_71K5V9QZJoaYwPn","filler",3,"positive stimuli absent","pen-in-mouth"
"R_71K5V9QZJoaYwPn","happy",2.25,"positive stimuli absent","pen-in-mouth"
"R_71K5V9QZJoaYwPn","neutral",2.5,"positive stimuli absent","pen-in-mouth"
"R_71mBhLa0wTLkE9P","filler",1,"positive stimuli absent","voluntary facial action"
"R_71mBhLa0wTLkE9P","filler",1,"positive stimuli absent","voluntary facial action"
"R_71mBhLa0wTLkE9P","happy",1,"positive stimuli absent","voluntary facial action"
"R_71mBhLa0wTLkE9P","neutral",1,"positive stimuli absent","voluntary facial action"
"R_79ERCVRCaay7jJn","filler",1.5,"positive stimuli present","facial mimicry"
"R_79ERCVRCaay7jJn","filler",1.75,"positive stimuli present","facial mimicry"
"R_79ERCVRCaay7jJn","happy",4,"positive stimuli present","facial mimicry"
"R_79ERCVRCaay7jJn","neutral",3.75,"positive stimuli present","facial mimicry"
"R_7OIprjNc4HVKNc5","filler",5.75,"positive stimuli present","facial mimicry"
"R_7OIprjNc4HVKNc5","filler",4.25,"positive stimuli present","facial mimicry"
"R_7OIprjNc4HVKNc5","happy",3.5,"positive stimuli present","facial mimicry"
"R_7OIprjNc4HVKNc5","neutral",5.5,"positive stimuli present","facial mimicry"
"R_7OtpAP3NMXXkaS5","filler",4.5,"positive stimuli present","voluntary facial action"
"R_7OtpAP3NMXXkaS5","filler",4,"positive stimuli present","voluntary facial action"
"R_7OtpAP3NMXXkaS5","happy",4,"positive stimuli present","voluntary facial action"
"R_7OtpAP3NMXXkaS5","neutral",4,"positive stimuli present","voluntary facial action"
"R_7TEuy9pKejAlRol","filler",1,"positive stimuli present","pen-in-mouth"
"R_7TEuy9pKejAlRol","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_7TEuy9pKejAlRol","happy",1.25,"positive stimuli present","pen-in-mouth"
"R_7TEuy9pKejAlRol","neutral",1,"positive stimuli present","pen-in-mouth"
"R_7UrJQyk8Q8zBmp3","filler",1,"positive stimuli present","facial mimicry"
"R_7UrJQyk8Q8zBmp3","filler",1,"positive stimuli present","facial mimicry"
"R_7UrJQyk8Q8zBmp3","happy",5.75,"positive stimuli present","facial mimicry"
"R_7UrJQyk8Q8zBmp3","neutral",1.25,"positive stimuli present","facial mimicry"
"R_7USDrJpcOUKJk4N","filler",3.75,"positive stimuli absent","pen-in-mouth"
"R_7USDrJpcOUKJk4N","filler",2.75,"positive stimuli absent","pen-in-mouth"
"R_7USDrJpcOUKJk4N","happy",3.25,"positive stimuli absent","pen-in-mouth"
"R_7USDrJpcOUKJk4N","neutral",2.75,"positive stimuli absent","pen-in-mouth"
"R_7WBcS6ooSCLS0ed","filler",1,"positive stimuli present","voluntary facial action"
"R_7WBcS6ooSCLS0ed","filler",2.75,"positive stimuli present","voluntary facial action"
"R_7WBcS6ooSCLS0ed","happy",6,"positive stimuli present","voluntary facial action"
"R_7WBcS6ooSCLS0ed","neutral",1.75,"positive stimuli present","voluntary facial action"
"R_85DAXoT6W6aljqx","filler",1.25,"positive stimuli present","voluntary facial action"
"R_85DAXoT6W6aljqx","filler",2,"positive stimuli present","voluntary facial action"
"R_85DAXoT6W6aljqx","happy",4,"positive stimuli present","voluntary facial action"
"R_85DAXoT6W6aljqx","neutral",6.25,"positive stimuli present","voluntary facial action"
"R_8616X8EoRaDBCzn","filler",1,"positive stimuli absent","pen-in-mouth"
"R_8616X8EoRaDBCzn","filler",1.5,"positive stimuli absent","pen-in-mouth"
"R_8616X8EoRaDBCzn","happy",1.25,"positive stimuli absent","pen-in-mouth"
"R_8616X8EoRaDBCzn","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_8AO5jU8M8DfXEDD","filler",1,"positive stimuli present","pen-in-mouth"
"R_8AO5jU8M8DfXEDD","filler",1,"positive stimuli present","pen-in-mouth"
"R_8AO5jU8M8DfXEDD","happy",1,"positive stimuli present","pen-in-mouth"
"R_8AO5jU8M8DfXEDD","neutral",1,"positive stimuli present","pen-in-mouth"
"R_8CCDQfFQXQ7hJzr","filler",1.5,"positive stimuli present","facial mimicry"
"R_8CCDQfFQXQ7hJzr","filler",1,"positive stimuli present","facial mimicry"
"R_8CCDQfFQXQ7hJzr","happy",2,"positive stimuli present","facial mimicry"
"R_8CCDQfFQXQ7hJzr","neutral",1,"positive stimuli present","facial mimicry"
"R_8e2U6lKM1sX1zHj","filler",4.75,"positive stimuli present","pen-in-mouth"
"R_8e2U6lKM1sX1zHj","filler",4.75,"positive stimuli present","pen-in-mouth"
"R_8e2U6lKM1sX1zHj","happy",5.25,"positive stimuli present","pen-in-mouth"
"R_8e2U6lKM1sX1zHj","neutral",4.75,"positive stimuli present","pen-in-mouth"
"R_8hOSncxcJoAFXX3","filler",1.25,"positive stimuli present","voluntary facial action"
"R_8hOSncxcJoAFXX3","filler",1.25,"positive stimuli present","voluntary facial action"
"R_8hOSncxcJoAFXX3","happy",3.5,"positive stimuli present","voluntary facial action"
"R_8hOSncxcJoAFXX3","neutral",2.5,"positive stimuli present","voluntary facial action"
"R_8jLdhZrEXvtjGYF","filler",3.5,"positive stimuli present","facial mimicry"
"R_8jLdhZrEXvtjGYF","filler",1.5,"positive stimuli present","facial mimicry"
"R_8jLdhZrEXvtjGYF","happy",2.25,"positive stimuli present","facial mimicry"
"R_8jLdhZrEXvtjGYF","neutral",2.75,"positive stimuli present","facial mimicry"
"R_8Jnkb465Ownfjln","filler",3.75,"positive stimuli present","pen-in-mouth"
"R_8Jnkb465Ownfjln","filler",5,"positive stimuli present","pen-in-mouth"
"R_8Jnkb465Ownfjln","happy",6,"positive stimuli present","pen-in-mouth"
"R_8Jnkb465Ownfjln","neutral",5.5,"positive stimuli present","pen-in-mouth"
"R_8jPcYf9akbCgHKx","filler",4.5,"positive stimuli absent","voluntary facial action"
"R_8jPcYf9akbCgHKx","filler",4,"positive stimuli absent","voluntary facial action"
"R_8jPcYf9akbCgHKx","happy",5.75,"positive stimuli absent","voluntary facial action"
"R_8jPcYf9akbCgHKx","neutral",2,"positive stimuli absent","voluntary facial action"
"R_8nOMJr9NmtAqSIx","filler",1,"positive stimuli absent","voluntary facial action"
"R_8nOMJr9NmtAqSIx","filler",1.75,"positive stimuli absent","voluntary facial action"
"R_8nOMJr9NmtAqSIx","happy",1.5,"positive stimuli absent","voluntary facial action"
"R_8nOMJr9NmtAqSIx","neutral",1,"positive stimuli absent","voluntary facial action"
"R_8tQkbz4oIu98hHP","filler",1.5,"positive stimuli absent","voluntary facial action"
"R_8tQkbz4oIu98hHP","filler",1.5,"positive stimuli absent","voluntary facial action"
"R_8tQkbz4oIu98hHP","happy",1.75,"positive stimuli absent","voluntary facial action"
"R_8tQkbz4oIu98hHP","neutral",1.25,"positive stimuli absent","voluntary facial action"
"R_8uoFXgR3zh41zr3","filler",1,"positive stimuli absent","pen-in-mouth"
"R_8uoFXgR3zh41zr3","filler",1,"positive stimuli absent","pen-in-mouth"
"R_8uoFXgR3zh41zr3","happy",1,"positive stimuli absent","pen-in-mouth"
"R_8uoFXgR3zh41zr3","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_8vuidGpsZcIbUe5","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_8vuidGpsZcIbUe5","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_8vuidGpsZcIbUe5","happy",1,"positive stimuli present","pen-in-mouth"
"R_8vuidGpsZcIbUe5","neutral",1.25,"positive stimuli present","pen-in-mouth"
"R_9AnwdxbSjuVh49H","filler",1,"positive stimuli present","pen-in-mouth"
"R_9AnwdxbSjuVh49H","filler",1,"positive stimuli present","pen-in-mouth"
"R_9AnwdxbSjuVh49H","happy",1,"positive stimuli present","pen-in-mouth"
"R_9AnwdxbSjuVh49H","neutral",1.25,"positive stimuli present","pen-in-mouth"
"R_9AWys8iaTqZDdlf","filler",1,"positive stimuli present","voluntary facial action"
"R_9AWys8iaTqZDdlf","filler",1,"positive stimuli present","voluntary facial action"
"R_9AWys8iaTqZDdlf","happy",2,"positive stimuli present","voluntary facial action"
"R_9AWys8iaTqZDdlf","neutral",1,"positive stimuli present","voluntary facial action"
"R_9FZ6n0j6jJYJqDv","filler",1,"positive stimuli present","pen-in-mouth"
"R_9FZ6n0j6jJYJqDv","filler",1,"positive stimuli present","pen-in-mouth"
"R_9FZ6n0j6jJYJqDv","happy",3,"positive stimuli present","pen-in-mouth"
"R_9FZ6n0j6jJYJqDv","neutral",1,"positive stimuli present","pen-in-mouth"
"R_9GN4H0bGheZ9uc9","filler",1,"positive stimuli absent","facial mimicry"
"R_9GN4H0bGheZ9uc9","filler",1,"positive stimuli absent","facial mimicry"
"R_9GN4H0bGheZ9uc9","happy",1,"positive stimuli absent","facial mimicry"
"R_9GN4H0bGheZ9uc9","neutral",1,"positive stimuli absent","facial mimicry"
"R_9H0GKDsrWReSGOt","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_9H0GKDsrWReSGOt","filler",3,"positive stimuli present","pen-in-mouth"
"R_9H0GKDsrWReSGOt","happy",3,"positive stimuli present","pen-in-mouth"
"R_9H0GKDsrWReSGOt","neutral",3,"positive stimuli present","pen-in-mouth"
"R_9KAxuMm9Ap3sRkl","filler",1,"positive stimuli present","voluntary facial action"
"R_9KAxuMm9Ap3sRkl","filler",4.25,"positive stimuli present","voluntary facial action"
"R_9KAxuMm9Ap3sRkl","happy",1,"positive stimuli present","voluntary facial action"
"R_9KAxuMm9Ap3sRkl","neutral",1.75,"positive stimuli present","voluntary facial action"
"R_9M6C4PaBIGsFndT","filler",1.25,"positive stimuli present","pen-in-mouth"
"R_9M6C4PaBIGsFndT","filler",1,"positive stimuli present","pen-in-mouth"
"R_9M6C4PaBIGsFndT","happy",1,"positive stimuli present","pen-in-mouth"
"R_9M6C4PaBIGsFndT","neutral",1,"positive stimuli present","pen-in-mouth"
"R_9vKoLVmx6HYJxsJ","filler",4.25,"positive stimuli absent","pen-in-mouth"
"R_9vKoLVmx6HYJxsJ","filler",4,"positive stimuli absent","pen-in-mouth"
"R_9vKoLVmx6HYJxsJ","happy",4.25,"positive stimuli absent","pen-in-mouth"
"R_9vKoLVmx6HYJxsJ","neutral",4.25,"positive stimuli absent","pen-in-mouth"
"R_9WVndVp5EHVKFHz","filler",2.75,"positive stimuli present","pen-in-mouth"
"R_9WVndVp5EHVKFHz","filler",3,"positive stimuli present","pen-in-mouth"
"R_9WVndVp5EHVKFHz","happy",2.75,"positive stimuli present","pen-in-mouth"
"R_9WVndVp5EHVKFHz","neutral",2.75,"positive stimuli present","pen-in-mouth"
"R_9ZDubEy1W2A4SIh","filler",1,"positive stimuli absent","pen-in-mouth"
"R_9ZDubEy1W2A4SIh","filler",1,"positive stimuli absent","pen-in-mouth"
"R_9ZDubEy1W2A4SIh","happy",1,"positive stimuli absent","pen-in-mouth"
"R_9ZDubEy1W2A4SIh","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_A0Qd4V1g0OAl0tj","filler",2.75,"positive stimuli present","facial mimicry"
"R_A0Qd4V1g0OAl0tj","filler",2.25,"positive stimuli present","facial mimicry"
"R_A0Qd4V1g0OAl0tj","happy",3.25,"positive stimuli present","facial mimicry"
"R_A0Qd4V1g0OAl0tj","neutral",2.75,"positive stimuli present","facial mimicry"
"R_a3LxlTLJKSLjUB3","filler",4,"positive stimuli absent","voluntary facial action"
"R_a3LxlTLJKSLjUB3","filler",4,"positive stimuli absent","voluntary facial action"
"R_a3LxlTLJKSLjUB3","happy",3,"positive stimuli absent","voluntary facial action"
"R_a3LxlTLJKSLjUB3","neutral",4,"positive stimuli absent","voluntary facial action"
"R_a4f281EYIC73WF3","filler",1,"positive stimuli present","pen-in-mouth"
"R_a4f281EYIC73WF3","filler",1,"positive stimuli present","pen-in-mouth"
"R_a4f281EYIC73WF3","happy",1.75,"positive stimuli present","pen-in-mouth"
"R_a4f281EYIC73WF3","neutral",1,"positive stimuli present","pen-in-mouth"
"R_A6Bkg6Bue2glEGd","filler",1,"positive stimuli present","voluntary facial action"
"R_A6Bkg6Bue2glEGd","filler",3.25,"positive stimuli present","voluntary facial action"
"R_A6Bkg6Bue2glEGd","happy",6,"positive stimuli present","voluntary facial action"
"R_A6Bkg6Bue2glEGd","neutral",4,"positive stimuli present","voluntary facial action"
"R_A6DaOpQmtmHCg0N","filler",4.75,"positive stimuli absent","voluntary facial action"
"R_A6DaOpQmtmHCg0N","filler",6,"positive stimuli absent","voluntary facial action"
"R_A6DaOpQmtmHCg0N","happy",6.5,"positive stimuli absent","voluntary facial action"
"R_A6DaOpQmtmHCg0N","neutral",5.25,"positive stimuli absent","voluntary facial action"
"R_A7IMVA7PeoyftKN","filler",1,"positive stimuli absent","facial mimicry"
"R_A7IMVA7PeoyftKN","filler",1,"positive stimuli absent","facial mimicry"
"R_A7IMVA7PeoyftKN","happy",1.75,"positive stimuli absent","facial mimicry"
"R_A7IMVA7PeoyftKN","neutral",1,"positive stimuli absent","facial mimicry"
"R_a9Sh9418ysTnkml","filler",1,"positive stimuli absent","voluntary facial action"
"R_a9Sh9418ysTnkml","filler",1,"positive stimuli absent","voluntary facial action"
"R_a9Sh9418ysTnkml","happy",2,"positive stimuli absent","voluntary facial action"
"R_a9Sh9418ysTnkml","neutral",1,"positive stimuli absent","voluntary facial action"
"R_AAQm6BiyC8FYK2d","filler",1,"positive stimuli present","voluntary facial action"
"R_AAQm6BiyC8FYK2d","filler",3.25,"positive stimuli present","voluntary facial action"
"R_AAQm6BiyC8FYK2d","happy",1,"positive stimuli present","voluntary facial action"
"R_AAQm6BiyC8FYK2d","neutral",2.25,"positive stimuli present","voluntary facial action"
"R_abl7kOWknhQ6s9z","filler",1,"positive stimuli present","pen-in-mouth"
"R_abl7kOWknhQ6s9z","filler",1,"positive stimuli present","pen-in-mouth"
"R_abl7kOWknhQ6s9z","happy",1,"positive stimuli present","pen-in-mouth"
"R_abl7kOWknhQ6s9z","neutral",1,"positive stimuli present","pen-in-mouth"
"R_AdDO8T7J7elwiul","filler",1,"positive stimuli present","voluntary facial action"
"R_AdDO8T7J7elwiul","filler",1,"positive stimuli present","voluntary facial action"
"R_AdDO8T7J7elwiul","happy",2,"positive stimuli present","voluntary facial action"
"R_AdDO8T7J7elwiul","neutral",1,"positive stimuli present","voluntary facial action"
"R_AdPTb3Gkt17GkZr","filler",1,"positive stimuli absent","pen-in-mouth"
"R_AdPTb3Gkt17GkZr","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_AdPTb3Gkt17GkZr","happy",1,"positive stimuli absent","pen-in-mouth"
"R_AdPTb3Gkt17GkZr","neutral",1.5,"positive stimuli absent","pen-in-mouth"
"R_afrIkeDfaogczhD","filler",2.75,"positive stimuli present","facial mimicry"
"R_afrIkeDfaogczhD","filler",2.75,"positive stimuli present","facial mimicry"
"R_afrIkeDfaogczhD","happy",1,"positive stimuli present","facial mimicry"
"R_afrIkeDfaogczhD","neutral",2,"positive stimuli present","facial mimicry"
"R_AGutNSbDTfgzSq5","filler",2.75,"positive stimuli present","pen-in-mouth"
"R_AGutNSbDTfgzSq5","filler",2,"positive stimuli present","pen-in-mouth"
"R_AGutNSbDTfgzSq5","happy",1.5,"positive stimuli present","pen-in-mouth"
"R_AGutNSbDTfgzSq5","neutral",2.25,"positive stimuli present","pen-in-mouth"
"R_AiiqBoBXCRKBu7L","filler",1,"positive stimuli present","pen-in-mouth"
"R_AiiqBoBXCRKBu7L","filler",1,"positive stimuli present","pen-in-mouth"
"R_AiiqBoBXCRKBu7L","happy",1,"positive stimuli present","pen-in-mouth"
"R_AiiqBoBXCRKBu7L","neutral",1.5,"positive stimuli present","pen-in-mouth"
"R_ANClODkobbQ0XAJ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_ANClODkobbQ0XAJ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_ANClODkobbQ0XAJ","happy",1,"positive stimuli absent","pen-in-mouth"
"R_ANClODkobbQ0XAJ","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_AomMH9LQjvJ47QJ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_AomMH9LQjvJ47QJ","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_AomMH9LQjvJ47QJ","happy",4.25,"positive stimuli absent","pen-in-mouth"
"R_AomMH9LQjvJ47QJ","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_aVFkKfnFmYsEvgl","filler",1,"positive stimuli absent","pen-in-mouth"
"R_aVFkKfnFmYsEvgl","filler",1,"positive stimuli absent","pen-in-mouth"
"R_aVFkKfnFmYsEvgl","happy",1,"positive stimuli absent","pen-in-mouth"
"R_aVFkKfnFmYsEvgl","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_b3CAnglUO3YhZ0B","filler",1,"positive stimuli present","pen-in-mouth"
"R_b3CAnglUO3YhZ0B","filler",2,"positive stimuli present","pen-in-mouth"
"R_b3CAnglUO3YhZ0B","happy",1.25,"positive stimuli present","pen-in-mouth"
"R_b3CAnglUO3YhZ0B","neutral",1,"positive stimuli present","pen-in-mouth"
"R_b8xXFzCff672521","filler",1,"positive stimuli present","voluntary facial action"
"R_b8xXFzCff672521","filler",1,"positive stimuli present","voluntary facial action"
"R_b8xXFzCff672521","happy",2,"positive stimuli present","voluntary facial action"
"R_b8xXFzCff672521","neutral",3.25,"positive stimuli present","voluntary facial action"
"R_bCb47cR53tRKWt3","filler",1,"positive stimuli absent","facial mimicry"
"R_bCb47cR53tRKWt3","filler",1,"positive stimuli absent","facial mimicry"
"R_bCb47cR53tRKWt3","happy",1,"positive stimuli absent","facial mimicry"
"R_bCb47cR53tRKWt3","neutral",1,"positive stimuli absent","facial mimicry"
"R_benH9UHUgvHxmGB","filler",4,"positive stimuli absent","pen-in-mouth"
"R_benH9UHUgvHxmGB","filler",4,"positive stimuli absent","pen-in-mouth"
"R_benH9UHUgvHxmGB","happy",4,"positive stimuli absent","pen-in-mouth"
"R_benH9UHUgvHxmGB","neutral",4,"positive stimuli absent","pen-in-mouth"
"R_BFgtzlvEncgnYkx","filler",4,"positive stimuli present","facial mimicry"
"R_BFgtzlvEncgnYkx","filler",2.5,"positive stimuli present","facial mimicry"
"R_BFgtzlvEncgnYkx","happy",4.75,"positive stimuli present","facial mimicry"
"R_BFgtzlvEncgnYkx","neutral",4.5,"positive stimuli present","facial mimicry"
"R_bHfR0xrDKPBVKeJ","filler",2,"positive stimuli absent","voluntary facial action"
"R_bHfR0xrDKPBVKeJ","filler",1,"positive stimuli absent","voluntary facial action"
"R_bHfR0xrDKPBVKeJ","happy",2.75,"positive stimuli absent","voluntary facial action"
"R_bHfR0xrDKPBVKeJ","neutral",1,"positive stimuli absent","voluntary facial action"
"R_BJt4TRdD76MJtwB","filler",1.25,"positive stimuli absent","facial mimicry"
"R_BJt4TRdD76MJtwB","filler",1.25,"positive stimuli absent","facial mimicry"
"R_BJt4TRdD76MJtwB","happy",2,"positive stimuli absent","facial mimicry"
"R_BJt4TRdD76MJtwB","neutral",2.5,"positive stimuli absent","facial mimicry"
"R_bjXNNa5kyfaTpv3","filler",3.75,"positive stimuli present","pen-in-mouth"
"R_bjXNNa5kyfaTpv3","filler",5.5,"positive stimuli present","pen-in-mouth"
"R_bjXNNa5kyfaTpv3","happy",4,"positive stimuli present","pen-in-mouth"
"R_bjXNNa5kyfaTpv3","neutral",3,"positive stimuli present","pen-in-mouth"
"R_bkFvxg39ipBYzYd","filler",1,"positive stimuli present","pen-in-mouth"
"R_bkFvxg39ipBYzYd","filler",1,"positive stimuli present","pen-in-mouth"
"R_bkFvxg39ipBYzYd","happy",1.5,"positive stimuli present","pen-in-mouth"
"R_bkFvxg39ipBYzYd","neutral",1,"positive stimuli present","pen-in-mouth"
"R_bKiFXaBiUaa5jJ7","filler",1,"positive stimuli absent","facial mimicry"
"R_bKiFXaBiUaa5jJ7","filler",2,"positive stimuli absent","facial mimicry"
"R_bKiFXaBiUaa5jJ7","happy",1,"positive stimuli absent","facial mimicry"
"R_bKiFXaBiUaa5jJ7","neutral",1.5,"positive stimuli absent","facial mimicry"
"R_bkKK0CZicsL90Gt","filler",1,"positive stimuli present","pen-in-mouth"
"R_bkKK0CZicsL90Gt","filler",1,"positive stimuli present","pen-in-mouth"
"R_bkKK0CZicsL90Gt","happy",1,"positive stimuli present","pen-in-mouth"
"R_bkKK0CZicsL90Gt","neutral",1,"positive stimuli present","pen-in-mouth"
"R_BLLN6TwwpO7jVjr","filler",2,"positive stimuli absent","voluntary facial action"
"R_BLLN6TwwpO7jVjr","filler",1,"positive stimuli absent","voluntary facial action"
"R_BLLN6TwwpO7jVjr","happy",1,"positive stimuli absent","voluntary facial action"
"R_BLLN6TwwpO7jVjr","neutral",1.5,"positive stimuli absent","voluntary facial action"
"R_bPCgv309Xwjl3rj","filler",1,"positive stimuli absent","voluntary facial action"
"R_bPCgv309Xwjl3rj","filler",5.75,"positive stimuli absent","voluntary facial action"
"R_bPCgv309Xwjl3rj","happy",2,"positive stimuli absent","voluntary facial action"
"R_bPCgv309Xwjl3rj","neutral",1.5,"positive stimuli absent","voluntary facial action"
"R_BPLTHTivwR8q0Rb","filler",2,"positive stimuli present","voluntary facial action"
"R_BPLTHTivwR8q0Rb","filler",1.5,"positive stimuli present","voluntary facial action"
"R_BPLTHTivwR8q0Rb","happy",2.25,"positive stimuli present","voluntary facial action"
"R_BPLTHTivwR8q0Rb","neutral",2.25,"positive stimuli present","voluntary facial action"
"R_bqI3cfrSlthlnt7","filler",1,"positive stimuli present","facial mimicry"
"R_bqI3cfrSlthlnt7","filler",1,"positive stimuli present","facial mimicry"
"R_bqI3cfrSlthlnt7","happy",1.25,"positive stimuli present","facial mimicry"
"R_bqI3cfrSlthlnt7","neutral",1.75,"positive stimuli present","facial mimicry"
"R_BqRee5qiVAHXXZD","filler",2.75,"positive stimuli absent","pen-in-mouth"
"R_BqRee5qiVAHXXZD","filler",4,"positive stimuli absent","pen-in-mouth"
"R_BqRee5qiVAHXXZD","happy",3.5,"positive stimuli absent","pen-in-mouth"
"R_BqRee5qiVAHXXZD","neutral",3.5,"positive stimuli absent","pen-in-mouth"
"R_BrlWR4S38dCGmFX","filler",1,"positive stimuli present","voluntary facial action"
"R_BrlWR4S38dCGmFX","filler",2.25,"positive stimuli present","voluntary facial action"
"R_BrlWR4S38dCGmFX","happy",3,"positive stimuli present","voluntary facial action"
"R_BrlWR4S38dCGmFX","neutral",2,"positive stimuli present","voluntary facial action"
"R_BsOCcRyHd6D2Zpf","filler",6,"positive stimuli absent","pen-in-mouth"
"R_BsOCcRyHd6D2Zpf","filler",4,"positive stimuli absent","pen-in-mouth"
"R_BsOCcRyHd6D2Zpf","happy",5,"positive stimuli absent","pen-in-mouth"
"R_BsOCcRyHd6D2Zpf","neutral",5,"positive stimuli absent","pen-in-mouth"
"R_bszEszySmAl8AAp","filler",1,"positive stimuli present","pen-in-mouth"
"R_bszEszySmAl8AAp","filler",1,"positive stimuli present","pen-in-mouth"
"R_bszEszySmAl8AAp","happy",1,"positive stimuli present","pen-in-mouth"
"R_bszEszySmAl8AAp","neutral",1,"positive stimuli present","pen-in-mouth"
"R_BxDG8F7hrlA0TrH","filler",4,"positive stimuli absent","pen-in-mouth"
"R_BxDG8F7hrlA0TrH","filler",3,"positive stimuli absent","pen-in-mouth"
"R_BxDG8F7hrlA0TrH","happy",3,"positive stimuli absent","pen-in-mouth"
"R_BxDG8F7hrlA0TrH","neutral",3,"positive stimuli absent","pen-in-mouth"
"R_BxDQn5TpSDaLlZf","filler",1,"positive stimuli present","pen-in-mouth"
"R_BxDQn5TpSDaLlZf","filler",1,"positive stimuli present","pen-in-mouth"
"R_BxDQn5TpSDaLlZf","happy",1,"positive stimuli present","pen-in-mouth"
"R_BxDQn5TpSDaLlZf","neutral",1,"positive stimuli present","pen-in-mouth"
"R_BxDvLpfWqbU4UFz","filler",4.75,"positive stimuli absent","pen-in-mouth"
"R_BxDvLpfWqbU4UFz","filler",5.25,"positive stimuli absent","pen-in-mouth"
"R_BxDvLpfWqbU4UFz","happy",4,"positive stimuli absent","pen-in-mouth"
"R_BxDvLpfWqbU4UFz","neutral",4.25,"positive stimuli absent","pen-in-mouth"
"R_BzuQDJDRXhHefbH","filler",2.5,"positive stimuli absent","voluntary facial action"
"R_BzuQDJDRXhHefbH","filler",1,"positive stimuli absent","voluntary facial action"
"R_BzuQDJDRXhHefbH","happy",1,"positive stimuli absent","voluntary facial action"
"R_BzuQDJDRXhHefbH","neutral",1,"positive stimuli absent","voluntary facial action"
"R_cARo7Nc3g68Unvj","filler",1.5,"positive stimuli absent","facial mimicry"
"R_cARo7Nc3g68Unvj","filler",2.5,"positive stimuli absent","facial mimicry"
"R_cARo7Nc3g68Unvj","happy",1.75,"positive stimuli absent","facial mimicry"
"R_cARo7Nc3g68Unvj","neutral",1.75,"positive stimuli absent","facial mimicry"
"R_cCNcloVcAXB03Lj","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_cCNcloVcAXB03Lj","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_cCNcloVcAXB03Lj","happy",3,"positive stimuli present","pen-in-mouth"
"R_cCNcloVcAXB03Lj","neutral",3.25,"positive stimuli present","pen-in-mouth"
"R_CejKcOoYzHn4k5X","filler",1,"positive stimuli present","pen-in-mouth"
"R_CejKcOoYzHn4k5X","filler",1,"positive stimuli present","pen-in-mouth"
"R_CejKcOoYzHn4k5X","happy",1,"positive stimuli present","pen-in-mouth"
"R_CejKcOoYzHn4k5X","neutral",1.25,"positive stimuli present","pen-in-mouth"
"R_cHqlQaKNAkdG9MJ","filler",1.5,"positive stimuli present","voluntary facial action"
"R_cHqlQaKNAkdG9MJ","filler",1,"positive stimuli present","voluntary facial action"
"R_cHqlQaKNAkdG9MJ","happy",2,"positive stimuli present","voluntary facial action"
"R_cHqlQaKNAkdG9MJ","neutral",2.25,"positive stimuli present","voluntary facial action"
"R_cM7g2dKt8y8vrhv","filler",2.5,"positive stimuli absent","facial mimicry"
"R_cM7g2dKt8y8vrhv","filler",1.25,"positive stimuli absent","facial mimicry"
"R_cM7g2dKt8y8vrhv","happy",1.75,"positive stimuli absent","facial mimicry"
"R_cM7g2dKt8y8vrhv","neutral",1.25,"positive stimuli absent","facial mimicry"
"R_cMDSzSWSRzEfxsZ","filler",3.5,"positive stimuli absent","voluntary facial action"
"R_cMDSzSWSRzEfxsZ","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_cMDSzSWSRzEfxsZ","happy",3.75,"positive stimuli absent","voluntary facial action"
"R_cMDSzSWSRzEfxsZ","neutral",1.75,"positive stimuli absent","voluntary facial action"
"R_cUqoJwFZHnO3QWJ","filler",1.25,"positive stimuli absent","facial mimicry"
"R_cUqoJwFZHnO3QWJ","filler",1,"positive stimuli absent","facial mimicry"
"R_cUqoJwFZHnO3QWJ","happy",1,"positive stimuli absent","facial mimicry"
